County,Year,Total,Felony Total,Drug Felony,Violent Felony,DWI Felony,Other Felony,Misdemeanor Total,Drug Misd,DWI Misd,Property Misd,Other Misd
Seneca,1978,746,136,7,4,15,110,610,12,277,165,156
Seneca,1979,796,134,3,20,32,79,662,15,312,151,184
Seneca,1980,955,129,7,17,18,87,826,16,318,239,253
Seneca,1981,868,111,0,18,36,57,757,10,239,253,255
Seneca,1982,976,141,10,25,32,74,835,12,357,195,271
Seneca,1983,914,111,2,31,24,54,803,4,382,188,229
Seneca,1984,716,108,0,20,26,62,608,6,210,172,220
Seneca,1985,743,149,4,31,26,88,594,8,188,169,229
Seneca,1986,740,151,8,31,26,86,589,13,177,188,211
Seneca,1987,771,151,11,31,28,81,620,26,185,166,243
Seneca,1988,929,171,8,31,42,90,758,17,223,218,300
Seneca,1989,1091,208,21,63,42,82,883,14,272,257,340
Seneca,1990,1114,214,15,46,50,103,900,21,270,207,402
Seneca,1991,894,174,15,29,24,106,720,12,185,203,320
Seneca,1992,889,161,6,37,32,86,728,13,206,178,331
Seneca,1993,813,148,13,43,24,68,665,18,134,154,359
Seneca,1994,817,177,5,37,32,103,640,16,130,145,349
Seneca,1995,853,157,5,31,29,92,696,16,146,163,371
Seneca,1996,967,145,13,29,21,82,822,13,131,190,488
Seneca,1997,1004,162,8,40,24,90,842,25,120,221,476
Seneca,1998,1076,208,21,54,35,98,868,15,131,170,552
Seneca,1999,995,193,11,48,30,104,802,27,120,158,497
Seneca,2000,842,136,6,23,25,82,706,13,142,145,406
Seneca,2001,824,184,12,24,24,124,640,9,128,131,372
Seneca,2002,910,195,13,34,35,113,715,14,160,157,384
Seneca,2003,905,235,24,40,31,140,670,18,167,144,341
Seneca,2004,841,213,20,28,33,132,628,22,165,134,307
Seneca,2005,820,179,20,25,36,98,641,23,153,139,326
Seneca,2006,760,187,22,31,30,104,573,23,159,108,283
Seneca,2007,736,158,17,29,28,84,578,30,112,144,292
Seneca,2008,832,246,24,43,33,146,586,20,138,174,254
Seneca,2009,811,201,18,34,28,121,610,26,153,121,310
Seneca,2010,751,197,14,37,31,115,554,28,106,132,288
Seneca,2011,823,243,27,45,28,143,580,36,108,180,256
Seneca,2012,864,282,35,59,30,158,582,41,135,179,227
Seneca,2013,794,254,55,46,27,126,540,31,134,151,224
Seneca,2014,850,245,45,43,31,126,605,51,135,193,226
Seneca,2015,722,226,27,31,34,134,496,40,117,165,174
St. Lawrence,1970,320,182,31,22,7,122,138,91,4,11,32
St. Lawrence,1971,456,204,36,23,14,131,252,47,36,66,103
St. Lawrence,1972,989,194,47,24,9,114,795,103,155,280,257
St. Lawrence,1973,1220,219,49,41,10,119,1001,116,171,357,357
St. Lawrence,1974,1641,370,115,28,17,210,1271,238,167,409,457
St. Lawrence,1975,1883,449,153,51,19,226,1434,256,232,438,508
St. Lawrence,1976,2355,480,149,55,39,237,1875,303,475,472,625
St. Lawrence,1977,1959,336,79,45,33,179,1623,187,465,487,484
St. Lawrence,1978,1943,340,26,58,43,213,1603,106,449,590,458
St. Lawrence,1979,2180,525,36,93,58,338,1655,93,389,620,553
St. Lawrence,1980,2423,462,35,68,60,299,1961,82,544,705,630
St. Lawrence,1981,2716,443,19,95,64,265,2273,67,706,830,670
St. Lawrence,1982,2675,420,40,107,63,210,2255,104,798,782,571
St. Lawrence,1983,2443,410,27,82,70,231,2033,94,722,649,568
St. Lawrence,1984,2300,398,17,94,69,218,1902,85,627,641,549
St. Lawrence,1985,2264,366,24,87,45,210,1898,103,638,565,592
St. Lawrence,1986,2490,372,20,84,55,213,2118,74,703,713,628
St. Lawrence,1987,2372,372,22,80,64,206,2000,65,628,638,669
St. Lawrence,1988,2607,347,21,59,83,184,2260,87,735,639,799
St. Lawrence,1989,2449,391,25,96,49,221,2058,70,577,679,732
St. Lawrence,1990,2962,480,21,92,59,308,2482,96,732,799,855
St. Lawrence,1991,2687,444,25,105,69,245,2243,80,611,852,700
St. Lawrence,1992,2736,476,42,127,77,230,2260,68,741,728,723
St. Lawrence,1993,2687,517,36,106,78,297,2170,85,686,642,757
St. Lawrence,1994,2407,547,33,117,80,317,1860,112,461,560,727
St. Lawrence,1995,2544,541,52,125,53,311,2003,37,476,690,800
St. Lawrence,1996,2658,465,27,125,70,243,2193,39,540,668,946
St. Lawrence,1997,2730,566,37,130,75,324,2164,30,489,633,1012
St. Lawrence,1998,2573,533,50,118,76,289,2040,46,511,538,945
St. Lawrence,1999,2548,534,62,79,61,332,2014,43,498,481,992
St. Lawrence,2000,2568,576,59,123,67,327,1992,42,546,462,942
St. Lawrence,2001,2518,624,83,121,67,353,1894,39,597,381,877
St. Lawrence,2002,2767,663,129,126,67,341,2104,43,598,481,982
St. Lawrence,2003,2503,622,74,143,49,356,1881,30,426,444,981
St. Lawrence,2004,2592,646,107,142,52,345,1946,53,482,431,980
St. Lawrence,2005,2707,634,88,133,57,356,2073,83,414,514,1062
St. Lawrence,2006,2843,768,125,141,65,437,2075,88,451,537,999
St. Lawrence,2007,2727,693,148,107,65,373,2034,74,483,485,992
St. Lawrence,2008,2681,742,122,150,66,404,1939,91,502,447,899
St. Lawrence,2009,2628,769,114,171,73,411,1859,80,528,470,781
St. Lawrence,2010,2549,720,110,165,74,371,1829,96,408,557,768
St. Lawrence,2011,2849,785,151,146,72,416,2064,141,423,588,912
St. Lawrence,2012,2719,735,119,138,59,419,1984,121,422,597,844
St. Lawrence,2013,2448,712,119,140,54,399,1736,114,319,596,707
St. Lawrence,2014,2248,602,103,118,53,328,1646,171,340,539,596
St. Lawrence,2015,2307,669,163,115,34,357,1638,198,322,500,618
Steuben,1970,284,110,20,18,5,67,174,56,38,24,56
Steuben,1971,496,142,29,22,0,91,354,107,96,66,85
Steuben,1972,895,192,28,19,5,140,703,64,186,140,313
Steuben,1973,926,239,29,30,4,176,687,107,89,208,283
Steuben,1974,799,253,29,35,4,185,546,105,46,179,216
Steuben,1975,838,273,35,39,4,195,565,72,95,188,210
Steuben,1976,870,232,25,28,12,167,638,69,134,191,244
Steuben,1977,959,276,23,42,12,199,683,24,171,201,287
Steuben,1978,1027,284,15,29,23,217,743,20,169,235,319
Steuben,1979,1134,303,18,52,16,217,831,18,249,269,295
Steuben,1980,1106,259,11,56,18,174,847,12,261,274,300
Steuben,1981,1187,232,13,50,22,147,955,14,290,331,320
Steuben,1982,1223,227,7,62,22,136,996,5,367,286,338
Steuben,1983,1305,267,15,79,34,139,1038,13,313,380,332
Steuben,1984,1312,257,2,72,37,146,1055,9,360,361,325
Steuben,1985,1402,294,7,64,40,183,1108,16,365,346,381
Steuben,1986,1503,326,17,66,56,187,1177,21,445,308,403
Steuben,1987,1519,347,16,83,54,194,1172,28,402,345,397
Steuben,1988,1596,306,12,88,55,151,1290,21,414,429,426
Steuben,1989,1881,420,34,86,80,220,1461,62,427,408,564
Steuben,1990,2058,389,17,98,106,168,1669,29,543,507,590
Steuben,1991,2234,486,39,114,104,229,1748,23,524,559,642
Steuben,1992,1969,422,46,97,73,206,1547,43,470,489,545
Steuben,1993,1861,450,36,104,67,243,1411,39,386,431,555
Steuben,1994,1915,440,30,111,78,221,1475,42,353,500,580
Steuben,1995,1943,458,29,129,80,220,1485,37,364,457,627
Steuben,1996,2065,519,33,114,110,262,1546,23,385,418,720
Steuben,1997,2254,542,65,109,95,273,1712,46,445,432,789
Steuben,1998,2470,630,71,125,123,311,1840,41,473,474,852
Steuben,1999,2635,605,71,115,133,286,2030,42,446,453,1089
Steuben,2000,2519,568,48,91,104,325,1951,38,536,443,934
Steuben,2001,2383,539,46,114,96,283,1844,32,499,416,897
Steuben,2002,2150,517,23,90,98,306,1633,36,443,350,804
Steuben,2003,2137,551,48,100,86,317,1586,57,369,417,743
Steuben,2004,2059,582,65,116,82,319,1477,73,385,332,687
Steuben,2005,2357,696,150,118,69,359,1661,74,437,385,765
Steuben,2006,2155,624,95,135,85,309,1531,57,419,295,760
Steuben,2007,2280,664,99,125,103,337,1616,50,482,322,762
Steuben,2008,2129,608,56,111,86,355,1521,54,413,351,703
Steuben,2009,1935,547,84,103,66,294,1388,70,311,404,603
Steuben,2010,1912,535,67,124,78,266,1377,93,307,420,557
Steuben,2011,1831,557,77,127,91,262,1274,77,313,363,521
Steuben,2012,1965,663,107,134,71,351,1302,77,271,400,554
Steuben,2013,1998,662,143,111,63,345,1336,114,309,423,490
Steuben,2014,1881,524,82,94,56,292,1357,153,289,446,469
Steuben,2015,2219,670,123,106,71,370,1549,182,307,500,560
Suffolk,1970,5066,2882,680,654,13,1535,2184,832,660,156,536
Suffolk,1971,8225,3415,744,837,40,1794,4810,1241,1610,855,1104
Suffolk,1972,11982,3408,861,802,44,1701,8574,1485,2787,2280,2022
Suffolk,1973,13856,3646,916,996,31,1703,10210,1431,3641,2469,2669
Suffolk,1974,15175,4106,976,1065,35,2030,11069,1031,3981,3320,2737
Suffolk,1975,15438,4501,740,1204,31,2526,10937,840,3810,3383,2904
Suffolk,1976,15629,5181,724,1417,40,3000,10448,754,3025,3757,2912
Suffolk,1977,16028,5045,609,1323,38,3075,10983,530,3386,3873,3194
Suffolk,1978,17485,5085,364,1466,60,3195,12400,569,5163,3596,3072
Suffolk,1979,17751,5490,345,1546,36,3563,12261,423,4845,3877,3116
Suffolk,1980,18974,5927,420,1717,62,3728,13047,539,5723,3703,3082
Suffolk,1981,18894,5581,501,1780,82,3218,13313,584,6342,3476,2911
Suffolk,1982,21282,5735,455,2135,233,2912,15547,849,8347,3354,2997
Suffolk,1983,21559,5655,556,1906,319,2874,15904,1113,8493,3180,3118
Suffolk,1984,21236,5301,405,2010,117,2769,15935,1400,8454,2920,3161
Suffolk,1985,22142,5255,524,1877,80,2774,16887,1510,9022,2901,3454
Suffolk,1986,21621,5298,564,1795,86,2853,16323,1878,7959,3050,3436
Suffolk,1987,23362,5379,867,1831,94,2587,17983,1950,8469,3775,3789
Suffolk,1988,26138,6367,1281,2025,111,2950,19771,2848,7826,4494,4603
Suffolk,1989,26617,7652,2348,2242,103,2959,18965,2595,6254,4563,5553
Suffolk,1990,24451,6832,1638,2049,106,3039,17619,1716,6090,4113,5700
Suffolk,1991,21335,6380,1333,2088,93,2866,14955,1175,4737,4003,5040
Suffolk,1992,20657,6328,1246,2146,146,2790,14329,1230,4448,3478,5173
Suffolk,1993,18806,5946,1218,1863,193,2672,12860,1235,4205,2545,4875
Suffolk,1994,21515,6987,1323,1856,301,3507,14528,1772,4575,2613,5568
Suffolk,1995,22179,7049,1243,1783,436,3587,15130,2104,4470,2746,5810
Suffolk,1996,23939,6873,1158,1775,500,3440,17066,2390,5282,2888,6506
Suffolk,1997,25212,7376,1070,1753,572,3981,17836,2495,5357,3384,6600
Suffolk,1998,25451,7470,1226,1749,561,3934,17981,2571,5031,3550,6829
Suffolk,1999,24107,6899,1224,1621,539,3515,17208,3040,4076,3771,6321
Suffolk,2000,24942,7052,990,1731,526,3805,17890,2969,3946,3506,7469
Suffolk,2001,23742,6874,757,1695,503,3919,16868,2712,3499,3475,7182
Suffolk,2002,25603,7182,971,1624,552,4035,18421,3329,3978,3548,7566
Suffolk,2003,25792,7286,1002,1558,514,4212,18506,3868,4225,3573,6840
Suffolk,2004,24418,6846,1174,1613,477,3582,17572,3786,3891,3416,6479
Suffolk,2005,24328,6939,1334,1578,473,3554,17389,3463,4137,3452,6337
Suffolk,2006,26356,7525,1424,1777,499,3825,18831,4318,4392,3197,6924
Suffolk,2007,25251,7327,1433,1594,525,3775,17924,4087,4149,3165,6523
Suffolk,2008,25154,6646,1022,1496,511,3617,18508,3789,3857,4790,6072
Suffolk,2009,25522,6785,965,1582,543,3695,18737,3513,3818,5362,6044
Suffolk,2010,25513,6296,904,1387,582,3423,19217,4391,3473,5352,6001
Suffolk,2011,26014,6250,923,1295,603,3429,19764,4723,3920,5198,5923
Suffolk,2012,26214,6007,727,1315,615,3350,20207,5311,3943,5097,5856
Suffolk,2013,23903,5665,723,1247,540,3155,18238,4400,3585,4987,5266
Suffolk,2014,23196,5560,764,1195,483,3118,17636,4564,3109,5074,4889
Suffolk,2015,21898,5319,787,1075,518,2939,16579,4302,3187,4283,4807
Sullivan,1970,606,339,62,83,1,193,267,110,26,34,97
Sullivan,1971,787,377,72,60,7,238,410,82,31,122,175
Sullivan,1972,1256,390,72,81,6,231,866,115,234,250,267
Sullivan,1973,1623,460,81,115,5,259,1163,131,379,374,279
Sullivan,1974,1776,513,65,115,10,323,1263,142,344,458,319
Sullivan,1975,1846,556,75,118,13,350,1290,82,340,523,345
Sullivan,1976,2286,767,56,184,15,512,1519,97,300,628,494
Sullivan,1977,2092,549,58,170,17,304,1543,77,356,620,490
Sullivan,1978,2252,563,31,189,29,314,1689,47,370,682,590
Sullivan,1979,2402,601,48,159,30,364,1801,85,327,835,554
Sullivan,1980,2488,644,57,186,44,357,1844,80,444,793,527
Sullivan,1981,2405,671,55,210,37,369,1734,100,481,659,494
Sullivan,1982,2626,616,52,197,51,316,2010,101,571,809,529
Sullivan,1983,2602,640,31,216,49,344,1962,65,750,665,482
Sullivan,1984,2478,613,52,198,48,315,1865,103,656,564,542
Sullivan,1985,2085,502,19,197,27,259,1583,77,529,501,476
Sullivan,1986,2181,634,43,244,47,300,1547,70,492,519,466
Sullivan,1987,2602,713,82,232,78,321,1889,111,551,663,564
Sullivan,1988,3005,868,160,284,82,342,2137,268,585,701,583
Sullivan,1989,3138,857,179,255,92,331,2281,149,648,751,733
Sullivan,1990,2989,762,104,223,87,348,2227,124,582,693,828
Sullivan,1991,2989,790,134,268,53,335,2199,128,545,699,827
Sullivan,1992,2632,775,134,248,55,338,1857,116,438,557,746
Sullivan,1993,2627,784,88,279,57,360,1843,105,382,540,816
Sullivan,1994,2688,818,87,318,69,344,1870,108,399,543,820
Sullivan,1995,2340,703,57,248,54,344,1637,91,335,471,740
Sullivan,1996,2145,630,63,215,46,306,1515,85,294,443,693
Sullivan,1997,2277,688,78,219,54,337,1589,99,299,476,715
Sullivan,1998,2082,596,77,182,48,289,1486,97,324,437,628
Sullivan,1999,2146,581,68,164,42,307,1565,124,294,419,728
Sullivan,2000,2270,682,129,182,56,315,1588,147,332,370,739
Sullivan,2001,2238,613,107,143,63,300,1625,152,352,360,761
Sullivan,2002,2122,632,93,181,50,308,1490,136,308,386,660
Sullivan,2003,2193,677,125,165,39,348,1516,172,299,335,710
Sullivan,2004,2289,709,110,182,58,359,1580,165,359,410,646
Sullivan,2005,2456,773,136,204,84,349,1683,175,305,508,695
Sullivan,2006,2161,749,141,181,57,370,1412,203,321,312,576
Sullivan,2007,2407,738,115,170,74,379,1669,222,305,383,759
Sullivan,2008,2289,710,96,162,62,390,1579,206,330,380,663
Sullivan,2009,2197,636,68,192,79,297,1561,189,362,341,669
Sullivan,2010,2525,727,66,184,88,389,1798,243,433,475,647
Sullivan,2011,2462,697,95,160,68,374,1765,305,337,540,583
Sullivan,2012,2362,698,76,201,66,355,1664,333,259,565,507
Sullivan,2013,2197,673,86,155,47,385,1524,256,230,492,546
Sullivan,2014,2180,606,81,122,39,364,1574,316,269,476,513
Sullivan,2015,1911,524,82,109,39,294,1387,266,291,390,440
Tioga,1970,65,45,10,6,0,29,20,5,3,0,12
Tioga,1971,74,30,7,3,0,20,44,6,6,18,14
Tioga,1972,167,46,11,2,0,33,121,15,37,18,51
Tioga,1973,383,75,17,10,1,47,308,146,44,37,81
Tioga,1974,482,93,21,4,4,64,389,86,77,86,140
Tioga,1975,518,110,36,12,4,58,408,66,73,85,184
Tioga,1976,478,84,18,17,1,48,394,89,112,56,137
Tioga,1977,610,117,5,17,8,87,493,54,131,138,170
Tioga,1978,475,83,1,18,7,57,392,7,129,137,119
Tioga,1979,637,84,4,12,15,53,553,15,202,144,192
Tioga,1980,660,125,12,18,32,63,535,6,175,130,224
Tioga,1981,684,119,9,23,17,70,565,19,213,148,185
Tioga,1982,797,173,13,36,30,94,624,21,247,150,206
Tioga,1983,778,154,7,20,34,93,624,14,239,153,218
Tioga,1984,743,104,0,23,36,45,639,11,287,147,194
Tioga,1985,771,142,6,25,37,74,629,12,252,173,192
Tioga,1986,873,185,16,40,41,88,688,20,234,160,274
Tioga,1987,832,167,13,39,42,73,665,8,240,151,266
Tioga,1988,1001,201,9,40,65,87,800,18,308,158,316
Tioga,1989,973,198,15,50,29,104,775,26,253,177,319
Tioga,1990,1030,205,15,37,42,111,825,11,227,198,389
Tioga,1991,1079,256,14,54,42,146,823,9,242,186,386
Tioga,1992,1047,248,18,43,35,152,799,12,235,180,372
Tioga,1993,1079,207,17,29,49,112,872,25,245,174,428
Tioga,1994,1029,211,6,37,36,132,818,24,184,183,427
Tioga,1995,971,181,12,33,43,93,790,9,183,186,412
Tioga,1996,1148,239,22,42,32,143,909,29,182,171,527
Tioga,1997,1150,235,14,45,58,118,915,18,181,202,514
Tioga,1998,1289,259,12,29,79,139,1030,28,258,191,553
Tioga,1999,1070,209,21,40,35,113,861,18,236,161,446
Tioga,2000,941,200,11,39,44,106,741,7,165,193,376
Tioga,2001,944,211,15,31,49,116,733,15,249,152,317
Tioga,2002,941,227,9,46,43,129,714,30,195,141,348
Tioga,2003,907,193,22,37,27,107,714,25,203,134,352
Tioga,2004,854,213,14,48,37,114,641,30,175,137,299
Tioga,2005,785,218,13,51,37,117,567,29,131,94,313
Tioga,2006,813,222,30,38,34,120,591,23,113,139,316
Tioga,2007,857,226,14,56,34,122,631,34,156,146,295
Tioga,2008,842,227,13,52,33,129,615,18,146,144,307
Tioga,2009,876,233,15,53,44,121,643,31,163,148,301
Tioga,2010,896,250,29,59,26,136,646,46,159,129,312
Tioga,2011,816,208,25,41,39,103,608,56,131,144,277
Tioga,2012,715,176,22,29,30,95,539,50,97,133,259
Tioga,2013,805,219,27,43,28,121,586,59,115,141,271
Tioga,2014,691,196,41,42,22,91,495,61,116,115,203
Tioga,2015,688,190,37,29,22,102,498,70,102,102,224
Tompkins,1970,139,86,20,8,4,54,53,24,1,11,17
Tompkins,1971,400,144,31,20,3,90,256,25,45,137,49
Tompkins,1972,1008,193,26,34,5,128,815,78,212,295,230
Tompkins,1973,1254,193,56,34,4,99,1061,167,201,452,241
Tompkins,1974,1307,275,82,31,6,156,1032,148,203,437,244
Tompkins,1975,1316,231,40,39,2,150,1085,101,198,527,259
Tompkins,1976,1454,264,46,52,9,157,1190,80,290,500,320
Tompkins,1977,1354,250,29,35,10,176,1104,37,359,447,261
Tompkins,1978,1219,216,7,24,11,174,1003,12,320,399,272
Tompkins,1979,1451,271,5,44,11,211,1180,22,354,474,330
Tompkins,1980,1365,253,13,48,9,183,1112,24,283,463,342
Tompkins,1981,1382,269,25,63,8,173,1113,14,358,458,283
Tompkins,1982,1635,296,14,81,15,186,1339,16,556,472,295
Tompkins,1983,1572,267,15,68,20,164,1305,16,448,454,387
Tompkins,1984,1449,241,12,65,7,157,1208,7,417,441,343
Tompkins,1985,1748,290,22,95,5,168,1458,18,381,657,402
Tompkins,1986,1689,299,20,84,9,186,1390,24,383,592,391
Tompkins,1987,1945,398,32,123,13,230,1547,22,415,695,415
Tompkins,1988,1985,371,42,99,26,204,1614,48,430,617,519
Tompkins,1989,2038,382,36,93,31,222,1656,38,459,651,508
Tompkins,1990,2141,345,28,95,22,200,1796,49,425,723,599
Tompkins,1991,2352,428,40,119,34,235,1924,36,459,738,691
Tompkins,1992,2073,403,22,127,30,224,1670,39,435,605,591
Tompkins,1993,2120,415,47,119,31,218,1705,45,340,713,607
Tompkins,1994,2211,382,44,84,18,236,1829,112,286,689,742
Tompkins,1995,2173,428,63,97,37,231,1745,58,347,656,684
Tompkins,1996,2246,419,52,88,44,235,1827,59,321,615,832
Tompkins,1997,2215,411,55,90,46,220,1804,104,300,595,805
Tompkins,1998,2033,346,42,76,34,194,1687,87,370,494,736
Tompkins,1999,2002,347,32,104,37,174,1655,78,390,420,767
Tompkins,2000,1942,358,33,73,37,215,1584,75,353,416,740
Tompkins,2001,1852,290,20,77,32,161,1562,58,351,471,682
Tompkins,2002,1825,308,44,61,27,176,1517,72,286,456,703
Tompkins,2003,1643,297,32,77,32,156,1346,51,291,408,596
Tompkins,2004,1484,290,24,59,43,164,1194,50,320,343,481
Tompkins,2005,1596,341,44,78,28,191,1255,55,301,369,530
Tompkins,2006,1577,343,45,97,43,158,1234,71,274,383,506
Tompkins,2007,1628,390,40,72,58,220,1238,67,287,399,485
Tompkins,2008,1730,415,36,111,61,207,1315,64,321,402,528
Tompkins,2009,1658,379,35,95,44,205,1279,62,302,480,435
Tompkins,2010,1613,348,26,87,47,188,1265,67,289,493,416
Tompkins,2011,1604,368,32,79,46,211,1236,87,256,467,426
Tompkins,2012,1776,389,25,80,49,235,1387,87,376,545,379
Tompkins,2013,1668,390,33,95,42,220,1278,77,261,548,392
Tompkins,2014,1756,417,45,90,39,243,1339,80,313,599,347
Tompkins,2015,1662,386,60,72,42,212,1276,114,261,518,383
Ulster,1970,757,407,93,60,2,252,350,216,1,44,89
Ulster,1971,924,395,100,77,2,216,529,240,12,131,146
Ulster,1972,1403,445,92,58,5,290,958,208,143,332,275
Ulster,1973,1681,525,138,85,7,295,1156,222,267,299,368
Ulster,1974,1953,594,129,109,5,351,1359,192,373,399,395
Ulster,1975,2185,586,95,118,22,351,1599,179,397,487,536
Ulster,1976,2346,619,75,118,24,402,1727,184,368,539,636
Ulster,1977,2491,745,69,132,14,530,1746,121,399,593,633
Ulster,1978,2371,634,49,162,14,409,1737,72,421,608,636
Ulster,1979,2774,647,55,141,20,431,2127,70,569,740,748
Ulster,1980,3128,776,47,196,24,509,2352,103,573,794,882
Ulster,1981,3117,768,33,185,27,523,2349,120,631,831,767
Ulster,1982,3252,800,53,225,37,485,2452,119,708,778,847
Ulster,1983,3294,821,69,296,69,387,2473,116,1046,591,720
Ulster,1984,3324,826,56,256,59,455,2498,122,793,761,822
Ulster,1985,3451,855,62,263,48,482,2596,97,803,819,877
Ulster,1986,3649,907,42,261,82,522,2742,142,760,894,946
Ulster,1987,3759,868,85,258,108,417,2891,159,828,916,988
Ulster,1988,4154,968,98,291,120,459,3186,214,841,994,1137
Ulster,1989,4292,1044,147,275,112,510,3248,215,807,1054,1172
Ulster,1990,4642,1142,149,280,152,561,3500,191,898,1140,1271
Ulster,1991,4593,1210,132,339,108,631,3383,155,901,1030,1297
Ulster,1992,4732,1243,160,308,114,661,3489,194,1026,945,1324
Ulster,1993,5129,1394,254,319,154,667,3735,319,998,989,1429
Ulster,1994,5010,1298,239,309,140,610,3712,409,905,928,1470
Ulster,1995,5076,1195,217,267,129,582,3881,354,872,1040,1615
Ulster,1996,5062,1239,175,324,133,607,3823,391,778,987,1667
Ulster,1997,4759,1228,196,323,145,564,3531,252,864,895,1520
Ulster,1998,5151,1246,204,284,138,620,3905,347,935,888,1735
Ulster,1999,4845,1196,203,251,141,601,3649,278,940,861,1570
Ulster,2000,4322,1035,126,221,127,561,3287,302,871,757,1357
Ulster,2001,4495,1125,181,204,113,627,3370,289,882,794,1405
Ulster,2002,4728,1238,182,275,133,648,3490,300,894,798,1498
Ulster,2003,4798,1286,192,266,113,715,3512,318,1096,735,1363
Ulster,2004,4536,1109,163,238,139,569,3427,311,1129,698,1289
Ulster,2005,4865,1217,196,261,166,594,3648,362,1345,767,1174
Ulster,2006,5024,1249,230,234,162,623,3775,483,1211,694,1387
Ulster,2007,4789,1181,243,262,143,533,3608,442,1087,709,1370
Ulster,2008,4890,1264,202,276,161,625,3626,407,1083,753,1383
Ulster,2009,5139,1229,176,251,153,649,3910,372,1093,944,1501
Ulster,2010,5466,1319,186,275,164,694,4147,436,1146,1146,1419
Ulster,2011,5070,1255,152,263,155,685,3815,433,969,1000,1413
Ulster,2012,4892,1251,289,220,128,614,3641,508,777,940,1416
Ulster,2013,4748,1268,274,227,133,634,3480,482,794,929,1275
Ulster,2014,4718,1385,341,255,124,665,3333,563,742,942,1086
Ulster,2015,4418,1077,195,188,124,570,3341,505,772,946,1118
Warren,1970,188,92,14,10,0,68,96,61,0,4,31
Warren,1971,401,158,89,19,4,46,243,44,46,52,101
Warren,1972,641,181,31,37,1,112,460,63,130,113,154
Warren,1973,945,247,86,35,2,124,698,113,243,181,161
Warren,1974,1006,259,58,52,6,143,747,80,256,216,195
Warren,1975,1121,277,81,55,3,138,844,86,281,261,216
Warren,1976,1023,221,25,37,4,155,802,88,232,262,220
Warren,1977,1163,272,42,47,9,174,891,59,257,333,242
Warren,1978,1253,302,26,53,6,217,951,23,362,282,284
Warren,1979,1519,296,24,59,2,211,1223,28,441,361,393
Warren,1980,1509,318,28,67,8,215,1191,20,391,399,381
Warren,1981,1407,303,8,54,4,237,1104,9,318,438,339
Warren,1982,1288,263,17,78,11,157,1025,23,337,361,304
Warren,1983,1681,301,36,82,27,156,1380,44,683,364,289
Warren,1984,1763,309,14,73,9,213,1454,19,773,372,290
Warren,1985,1641,267,18,65,5,179,1374,52,637,359,326
Warren,1986,1819,329,26,106,11,186,1490,73,589,422,406
Warren,1987,1999,298,25,79,11,183,1701,32,790,473,406
Warren,1988,2042,396,21,125,29,221,1646,34,565,515,532
Warren,1989,2202,408,24,122,27,235,1794,35,587,572,600
Warren,1990,2176,434,8,119,48,259,1742,16,479,605,642
Warren,1991,2164,387,17,124,27,219,1777,21,476,652,628
Warren,1992,2213,372,7,120,22,223,1841,13,530,583,715
Warren,1993,2183,414,12,131,39,232,1769,9,448,488,824
Warren,1994,2162,385,24,113,38,210,1777,42,470,456,809
Warren,1995,2029,470,29,130,43,268,1559,25,379,396,759
Warren,1996,2194,495,39,112,65,279,1699,24,333,492,850
Warren,1997,2084,550,23,113,48,366,1534,19,342,417,756
Warren,1998,2165,548,34,111,69,334,1617,20,385,457,755
Warren,1999,2040,488,21,82,85,300,1552,25,413,374,740
Warren,2000,2152,543,44,119,68,312,1609,26,457,327,799
Warren,2001,2042,496,33,113,61,289,1546,37,468,317,724
Warren,2002,2283,530,50,85,74,321,1753,69,529,409,746
Warren,2003,2327,533,46,111,57,319,1794,65,530,443,756
Warren,2004,2181,479,42,98,54,285,1702,65,497,407,733
Warren,2005,2112,499,47,104,80,268,1613,74,506,359,674
Warren,2006,2324,615,48,121,80,366,1709,90,505,333,781
Warren,2007,2360,561,50,92,87,332,1799,107,600,393,699
Warren,2008,2369,605,103,108,78,316,1764,136,458,465,705
Warren,2009,2327,565,89,87,71,318,1762,105,412,512,733
Warren,2010,2275,565,62,98,74,331,1710,122,356,536,696
Warren,2011,2066,524,72,106,51,295,1542,132,301,487,622
Warren,2012,2038,519,84,96,69,270,1519,92,338,554,535
Warren,2013,1878,445,64,76,56,249,1433,137,281,498,517
Warren,2014,1714,448,92,73,43,240,1266,105,268,450,443
Warren,2015,1718,480,70,72,49,289,1238,124,260,413,441
Washington,1970,89,63,11,12,1,39,26,6,1,6,13
Washington,1971,200,75,18,11,0,46,125,28,17,34,46
Washington,1972,401,102,19,16,2,65,299,38,76,67,118
Washington,1973,574,140,35,15,3,87,434,86,74,111,163
Washington,1974,641,181,44,33,4,100,460,60,123,109,168
Washington,1975,718,188,41,23,3,121,530,73,128,112,217
Washington,1976,700,176,24,28,4,120,524,41,151,151,181
Washington,1977,722,163,25,38,15,85,559,32,183,158,186
Washington,1978,727,162,1,33,11,117,565,16,218,140,191
Washington,1979,817,191,19,42,16,114,626,11,196,188,231
Washington,1980,1063,238,3,66,29,140,825,18,261,238,308
Washington,1981,865,242,5,55,19,163,623,13,208,175,227
Washington,1982,899,201,4,65,18,114,698,8,249,187,254
Washington,1983,1060,261,20,51,36,154,799,12,322,194,271
Washington,1984,1084,217,8,56,40,113,867,18,402,164,283
Washington,1985,1117,222,3,59,41,119,895,7,430,179,279
Washington,1986,1110,248,8,66,42,132,862,26,349,180,307
